fc_demand,fc_nuclear,import_FR,export_FR,fc_wind,fc_solar_pv,fc_solar_th,price,date,hour
24400.0,7117.2,3000.0,2600.0,1732.0,0.0,5.1,58.82,2017-01-01,0
23616.0,7117.2,3000.0,2650.0,1826.0,0.0,0.6,58.23,2017-01-01,1
21893.0,7117.2,3000.0,2650.0,1823.0,0.0,4.6,51.95,2017-01-01,2
20693.0,7117.2,3000.0,2650.0,1777.0,0.0,9.7,47.27,2017-01-01,3
19599.0,7117.2,3000.0,2650.0,1746.0,0.0,24.1,45.49,2017-01-01,4
19211.0,7117.2,3000.0,2650.0,1662.0,0.0,30.4,44.5,2017-01-01,5
19314.0,7117.2,3000.0,2650.0,1684.0,0.0,40.0,44.5,2017-01-01,6
19538.0,7117.2,3000.0,2650.0,1780.0,0.0,45.5,44.72,2017-01-01,7
19651.0,7117.2,3000.0,2650.0,1803.0,56.5,43.2,44.22,2017-01-01,8
20066.0,7117.2,3000.0,2650.0,1737.0,488.3,74.6,45.13,2017-01-01,9
22001.0,7117.2,3000.0,2650.0,1562.0,1188.9,188.4,46.23,2017-01-01,10
23417.0,7117.2,3000.0,2650.0,1433.0,1730.5,325.7,47.91,2017-01-01,11
24157.0,7117.2,3000.0,2650.0,1506.0,1883.2,501.6,49.57,2017-01-01,12
24581.0,7117.2,3000.0,2650.0,1541.0,2129.9,585.8,48.69,2017-01-01,13
24680.0,7117.2,3000.0,2650.0,1565.0,2049.7,713.0,47.2,2017-01-01,14
23469.0,7117.2,3000.0,2650.0,1475.0,1679.2,816.2,46.51,2017-01-01,15
22930.0,7117.2,3000.0,2650.0,1441.0,1153.1,897.9,46.52,2017-01-01,16
23628.0,7117.2,3000.0,2650.0,1506.0,307.8,685.1,51.59,2017-01-01,17
26530.0,7117.2,2600.0,2200.0,2015.0,23.7,315.2,59.07,2017-01-01,18
27830.0,7117.2,2600.0,2200.0,2460.0,0.0,79.9,62.1,2017-01-01,19
28630.0,7117.2,2600.0,2200.0,2840.0,0.0,22.2,64.2,2017-01-01,20
29180.0,7117.2,3000.0,2600.0,3395.0,0.0,29.3,60.69,2017-01-01,21
28498.0,7117.2,3000.0,2600.0,3907.0,0.0,3.0,59.07,2017-01-01,22
26472.0,7117.2,3000.0,2600.0,4296.0,0.0,12.8,52.0,2017-01-01,23
23918.0,7117.2,3000.0,2600.0,4714.0,0.0,12.9,54.99,2017-01-02,0
21655.0,7117.2,3000.0,2650.0,4799.0,0.0,0.5,50.18,2017-01-02,1
20368.0,7117.2,3000.0,2650.0,4619.0,0.0,0.0,47.1,2017-01-02,2
19828.0,7117.2,3000.0,2650.0,4406.0,0.0,0.5,45.78,2017-01-02,3
19708.0,7117.2,3000.0,2650.0,4150.0,0.0,1.0,44.99,2017-01-02,4
20386.0,7117.2,3000.0,2650.0,4052.0,0.0,1.9,46.9,2017-01-02,5
22836.0,7117.2,3000.0,2200.0,4136.0,0.0,2.6,50.24,2017-01-02,6
26083.0,7117.2,2600.0,2200.0,4150.0,0.0,6.7,59.07,2017-01-02,7
28397.0,7117.2,2600.0,2200.0,4104.0,52.8,7.8,64.98,2017-01-02,8
30875.0,7117.2,2600.0,2200.0,4217.0,412.5,21.7,65.02,2017-01-02,9
32839.0,7117.2,2600.0,2200.0,3963.0,977.8,80.3,68.49,2017-01-02,10
33389.0,7117.2,2600.0,2200.0,3810.0,1497.0,203.4,65.99,2017-01-02,11
33408.0,7117.2,2600.0,2200.0,3578.0,1604.7,327.1,65.75,2017-01-02,12
33249.0,7117.2,2600.0,2200.0,3451.0,1903.5,435.5,64.98,2017-01-02,13
32458.0,7117.2,2600.0,2200.0,3213.0,1862.9,513.9,61.19,2017-01-02,14
31811.0,7117.2,2600.0,2200.0,3116.0,1432.9,601.5,59.71,2017-01-02,15
31495.0,7117.2,2600.0,2200.0,3077.0,815.5,569.6,60.96,2017-01-02,16
32192.0,7117.2,2600.0,2200.0,3131.0,230.0,361.7,69.19,2017-01-02,17
34269.0,7117.2,2600.0,2200.0,3108.0,21.8,104.7,72.15,2017-01-02,18
34922.0,7117.2,2600.0,2200.0,3198.0,0.0,10.3,73.2,2017-01-02,19
34785.0,7117.2,2600.0,2200.0,3502.0,0.0,10.2,70.11,2017-01-02,20
34568.0,7117.2,2600.0,2200.0,3444.0,0.0,10.2,64.98,2017-01-02,21
32740.0,7117.2,2600.0,2200.0,3413.0,0.0,9.5,60.1,2017-01-02,22
29706.0,7117.2,3000.0,2600.0,3621.0,0.0,8.1,58.78,2017-01-02,23
27117.0,7117.2,3000.0,2600.0,3958.0,0.0,9.5,54.68,2017-01-03,0
24792.0,7117.2,3000.0,2650.0,3923.0,0.0,9.9,52.74,2017-01-03,1
23296.0,7117.2,3000.0,2650.0,3822.0,0.0,9.9,49.25,2017-01-03,2
22729.0,7117.2,3000.0,2650.0,3923.0,0.0,9.3,45.0,2017-01-03,3
22541.0,7117.2,3000.0,2650.0,3682.0,0.0,10.5,45.18,2017-01-03,4
23166.0,7117.2,3000.0,2650.0,3542.0,0.0,10.2,49.25,2017-01-03,5
25425.0,7117.2,3000.0,2200.0,3666.0,0.0,9.9,57.65,2017-01-03,6
29146.0,7117.2,2600.0,2200.0,3690.0,0.0,10.2,70.51,2017-01-03,7
32401.0,7117.2,2600.0,2200.0,3439.0,47.3,9.7,71.61,2017-01-03,8
34799.0,7117.2,2600.0,2200.0,3238.0,408.0,14.8,72.69,2017-01-03,9
36221.0,7117.2,2600.0,2200.0,3212.0,931.4,43.6,73.33,2017-01-03,10
36107.0,7117.2,2600.0,2200.0,2770.0,1383.2,93.7,73.31,2017-01-03,11
35675.0,7117.2,2600.0,2200.0,2352.0,1522.2,154.4,72.71,2017-01-03,12
35271.0,7117.2,2600.0,2200.0,2443.0,1582.0,208.6,71.69,2017-01-03,13
34103.0,7117.2,2600.0,2200.0,2994.0,1490.0,237.9,70.51,2017-01-03,14
33264.0,7117.2,2600.0,2200.0,3389.0,1174.4,225.6,69.94,2017-01-03,15
33107.0,7117.2,2600.0,2200.0,3512.0,731.4,170.7,71.11,2017-01-03,16
33933.0,7117.2,2600.0,2200.0,3514.0,228.6,88.0,72.76,2017-01-03,17
35663.0,7117.2,2600.0,2200.0,4053.0,14.1,19.7,73.69,2017-01-03,18
36346.0,7117.2,2600.0,2200.0,4333.0,0.0,3.0,74.29,2017-01-03,19
36663.0,7117.2,2600.0,2200.0,4239.0,0.0,6.9,74.9,2017-01-03,20
35643.0,7117.2,2600.0,2200.0,4328.0,0.0,10.0,71.59,2017-01-03,21
33380.0,7117.2,2600.0,2200.0,4314.0,0.0,7.8,68.73,2017-01-03,22
30303.0,7117.2,3000.0,2600.0,4279.0,0.0,9.1,67.42,2017-01-03,23
27702.0,7117.2,3000.0,2600.0,4158.0,0.0,8.9,62.69,2017-01-04,0
25348.0,7117.2,3000.0,2650.0,4058.0,0.0,7.8,56.04,2017-01-04,1
23977.0,7117.2,3000.0,2650.0,4266.0,0.0,8.3,54.1,2017-01-04,2
23299.0,7117.2,3000.0,2650.0,4534.0,0.0,4.8,52.0,2017-01-04,3
23184.0,7117.2,3000.0,2650.0,4725.0,0.0,7.7,51.36,2017-01-04,4
23644.0,7117.2,3000.0,2650.0,4844.0,0.0,7.9,53.02,2017-01-04,5
25943.0,7117.2,3000.0,2200.0,4869.0,0.0,6.3,62.4,2017-01-04,6
29761.0,7117.2,2600.0,2200.0,5087.0,0.0,11.6,72.32,2017-01-04,7
32463.0,7117.2,2600.0,2200.0,5395.0,52.7,11.2,73.01,2017-01-04,8
34424.0,7117.2,2600.0,2200.0,5209.0,430.1,21.7,73.0,2017-01-04,9
35699.0,7117.2,2600.0,2200.0,4743.0,1012.6,70.7,72.85,2017-01-04,10
35442.0,7117.2,2600.0,2200.0,4575.0,1478.8,193.9,72.51,2017-01-04,11
34716.0,7117.2,2600.0,2200.0,4645.0,1584.1,341.5,71.72,2017-01-04,12
34433.0,7117.2,2600.0,2200.0,5060.0,1788.9,357.9,71.59,2017-01-04,13
33516.0,7117.2,2600.0,2200.0,5760.0,1764.8,294.2,69.0,2017-01-04,14
32731.0,7117.2,2600.0,2200.0,6325.0,1443.2,251.7,67.13,2017-01-04,15
32538.0,7117.2,2600.0,2200.0,6440.0,890.1,228.8,68.26,2017-01-04,16
33075.0,7117.2,2600.0,2200.0,6300.0,312.6,183.8,72.15,2017-01-04,17
34884.0,7117.2,2600.0,2200.0,6691.0,26.5,138.1,73.33,2017-01-04,18
35472.0,7117.2,2600.0,2200.0,7067.0,0.0,19.7,73.69,2017-01-04,19
35711.0,7117.2,2600.0,2200.0,7200.0,0.0,8.7,72.48,2017-01-04,20
35290.0,7117.2,2600.0,2200.0,7415.0,0.0,13.0,69.34,2017-01-04,21
33115.0,7117.2,2600.0,2200.0,7427.0,0.0,9.6,64.98,2017-01-04,22
30074.0,7117.2,3000.0,2600.0,7233.0,0.0,14.8,61.95,2017-01-04,23
27602.0,7117.2,3000.0,2600.0,7192.0,0.0,12.8,51.22,2017-01-05,0
25217.0,7117.2,3000.0,2650.0,7099.0,0.0,3.7,48.41,2017-01-05,1
23626.0,7117.2,3000.0,2650.0,7274.0,0.0,2.7,50.0,2017-01-05,2
22992.0,7117.2,3000.0,2650.0,7367.0,0.0,8.8,47.46,2017-01-05,3
22903.0,7117.2,3000.0,2650.0,7047.0,0.0,12.5,42.34,2017-01-05,4
23388.0,7117.2,3000.0,2650.0,7343.0,0.0,12.7,45.18,2017-01-05,5
25437.0,7117.2,3000.0,2200.0,7372.0,0.0,11.4,54.09,2017-01-05,6
29578.0,7117.2,2600.0,2200.0,7289.0,0.0,32.1,66.21,2017-01-05,7
32480.0,7117.2,2600.0,2200.0,7177.0,65.8,25.6,69.7,2017-01-05,8
34881.0,7117.2,2600.0,2200.0,6929.0,487.5,45.1,72.6,2017-01-05,9
35990.0,7117.2,2600.0,2200.0,6325.0,1143.5,113.3,73.03,2017-01-05,10
35032.0,7117.2,2600.0,2200.0,5694.0,1731.5,242.1,72.6,2017-01-05,11
34269.0,7117.2,2600.0,2200.0,5178.0,2188.4,398.9,72.54,2017-01-05,12
34074.0,7117.2,2600.0,2200.0,5050.0,2459.2,423.7,71.51,2017-01-05,13
32899.0,7117.2,2600.0,2200.0,4941.0,2369.0,591.9,71.1,2017-01-05,14
31457.0,7117.2,2600.0,2200.0,4774.0,1918.4,683.5,70.51,2017-01-05,15
31011.0,7117.2,2600.0,2200.0,4757.0,1192.8,739.1,69.7,2017-01-05,16
31006.0,7117.2,2600.0,2200.0,4702.0,386.3,537.9,73.87,2017-01-05,17
31975.0,7117.2,2600.0,2200.0,5223.0,45.5,233.8,75.15,2017-01-05,18
31783.0,7117.2,2600.0,2200.0,5723.0,0.0,118.4,76.1,2017-01-05,19
31882.0,7117.2,2600.0,2200.0,5880.0,0.0,18.3,73.69,2017-01-05,20
32048.0,7117.2,2600.0,2200.0,5758.0,0.0,10.1,71.68,2017-01-05,21
30760.0,7117.2,2600.0,2200.0,5687.0,0.0,10.6,66.76,2017-01-05,22
29555.0,7117.2,3000.0,2600.0,5459.0,0.0,11.1,69.2,2017-01-05,23
27360.0,7117.2,3000.0,2600.0,5264.0,0.0,10.3,59.58,2017-01-06,0
25084.0,7117.2,3000.0,2650.0,5045.0,0.0,9.5,53.98,2017-01-06,1
23283.0,7117.2,3000.0,2650.0,4642.0,0.0,9.5,52.11,2017-01-06,2
22091.0,7117.2,3000.0,2650.0,4376.0,0.0,9.9,48.14,2017-01-06,3
21586.0,7117.2,3000.0,2650.0,4318.0,0.0,8.0,46.74,2017-01-06,4
21222.0,7117.2,3000.0,2650.0,4178.0,0.0,7.8,48.41,2017-01-06,5
21257.0,7117.2,3000.0,2200.0,3873.0,0.0,7.8,53.29,2017-01-06,6
21486.0,7117.2,2600.0,2200.0,3537.0,0.0,25.9,60.15,2017-01-06,7
21322.0,7117.2,2600.0,2200.0,3485.0,57.2,12.9,63.2,2017-01-06,8
23146.0,7117.2,2600.0,2200.0,3515.0,484.5,29.9,66.21,2017-01-06,9
25063.0,7117.2,2600.0,2200.0,3266.0,1202.5,170.2,70.55,2017-01-06,10
27220.0,7117.2,2600.0,2200.0,2969.0,1789.7,511.8,71.0,2017-01-06,11
27311.0,7117.2,2600.0,2200.0,2778.0,2218.7,712.7,71.51,2017-01-06,12
27419.0,7117.2,2600.0,2200.0,2626.0,2441.3,822.9,70.99,2017-01-06,13
26616.0,7117.2,2600.0,2200.0,2559.0,2325.1,932.2,68.53,2017-01-06,14
25472.0,7117.2,2600.0,2200.0,2553.0,1966.7,964.7,65.62,2017-01-06,15
25121.0,7117.2,2600.0,2200.0,2670.0,1292.3,891.4,66.21,2017-01-06,16
25757.0,7117.2,2600.0,2200.0,2852.0,394.5,681.3,70.55,2017-01-06,17
28428.0,7117.2,2600.0,2200.0,3153.0,40.1,312.7,73.87,2017-01-06,18
29764.0,7117.2,2600.0,2200.0,3384.0,0.0,63.5,74.69,2017-01-06,19
30845.0,7117.2,2600.0,2200.0,3537.0,0.0,24.5,75.1,2017-01-06,20
31070.0,7117.2,2600.0,2200.0,3933.0,0.0,16.2,75.1,2017-01-06,21
30446.0,7117.2,2600.0,2200.0,4095.0,0.0,10.2,73.87,2017-01-06,22
28189.0,7117.2,3000.0,2600.0,4168.0,0.0,10.2,71.69,2017-01-06,23
25200.0,7117.2,2850.0,2350.0,4105.0,0.0,10.3,66.0,2017-01-07,0
22882.0,7117.2,2850.0,2350.0,4205.0,0.0,10.9,60.0,2017-01-07,1
21399.0,7117.2,2850.0,2650.0,4485.0,0.0,10.7,55.95,2017-01-07,2
20828.0,7117.2,2850.0,2650.0,4732.0,0.0,10.0,52.0,2017-01-07,3
20619.0,7117.2,2850.0,2650.0,4724.0,0.0,11.9,50.78,2017-01-07,4
20877.0,7117.2,2850.0,2650.0,4617.0,0.0,11.7,50.74,2017-01-07,5
21806.0,7117.2,2850.0,2650.0,4485.0,0.0,12.4,54.08,2017-01-07,6
23109.0,7117.2,2850.0,2650.0,4433.0,0.0,37.0,56.28,2017-01-07,7
24604.0,7117.2,3100.0,2350.0,4244.0,63.8,13.7,61.28,2017-01-07,8
27114.0,7117.2,3100.0,2350.0,3923.0,534.0,40.0,67.2,2017-01-07,9
29215.0,7117.2,3100.0,2350.0,3489.0,1333.1,151.2,73.48,2017-01-07,10
30373.0,7117.2,3100.0,2350.0,2733.0,2009.9,475.5,70.69,2017-01-07,11
29935.0,7117.2,3100.0,2350.0,2359.0,2505.5,749.5,70.69,2017-01-07,12
30156.0,7117.2,3100.0,2350.0,2181.0,2779.4,828.4,70.1,2017-01-07,13
29639.0,7117.2,3100.0,2350.0,2029.0,2580.6,977.4,70.0,2017-01-07,14
28622.0,7117.2,3100.0,2350.0,1918.0,2121.1,1160.1,64.88,2017-01-07,15
27768.0,7117.2,3100.0,2350.0,2021.0,1336.7,1165.8,60.15,2017-01-07,16
27908.0,7117.2,3100.0,2350.0,2189.0,461.4,882.5,69.99,2017-01-07,17
29964.0,7117.2,3100.0,2350.0,2607.0,48.7,524.5,76.52,2017-01-07,18
31340.0,7117.2,3100.0,2350.0,3196.0,0.0,45.0,78.28,2017-01-07,19
32105.0,7117.2,3100.0,2350.0,3494.0,0.0,19.3,73.94,2017-01-07,20
32323.0,7117.2,3100.0,2350.0,3391.0,0.0,23.1,73.48,2017-01-07,21
31166.0,7117.2,3100.0,2350.0,3479.0,0.0,8.9,70.1,2017-01-07,22
28918.0,7117.2,2850.0,2350.0,3642.0,0.0,9.7,66.09,2017-01-07,23
26536.0,7117.2,2850.0,2350.0,3660.0,0.0,9.8,69.2,2017-01-08,0
24301.0,7117.2,2850.0,2650.0,3549.0,0.0,29.9,61.07,2017-01-08,1
22676.0,7117.2,2850.0,2650.0,3414.0,0.0,9.1,55.47,2017-01-08,2
21845.0,7117.2,2850.0,2650.0,3439.0,0.0,9.0,50.22,2017-01-08,3
21645.0,7117.2,2850.0,2650.0,3475.0,0.0,9.9,47.99,2017-01-08,4
21682.0,7117.2,2850.0,2650.0,3591.0,0.0,9.4,48.0,2017-01-08,5
22145.0,7117.2,2850.0,2650.0,3746.0,0.0,9.9,47.89,2017-01-08,6
22734.0,7117.2,2850.0,2650.0,3748.0,0.0,34.7,50.13,2017-01-08,7
23347.0,7117.2,2850.0,2650.0,3906.0,75.5,13.3,51.3,2017-01-08,8
25954.0,7117.2,2850.0,2650.0,3936.0,575.9,52.6,54.0,2017-01-08,9
28379.0,7117.2,2850.0,2650.0,3797.0,1417.1,168.7,58.07,2017-01-08,10
29167.0,7117.2,2850.0,2650.0,3628.0,2143.8,418.2,61.28,2017-01-08,11
28775.0,7117.2,2850.0,2650.0,3686.0,2670.1,647.8,67.1,2017-01-08,12
29025.0,7117.2,2850.0,2650.0,4055.0,2895.8,723.0,64.6,2017-01-08,13
28972.0,7117.2,2850.0,2650.0,4588.0,2650.4,934.6,58.23,2017-01-08,14
26747.0,7117.2,2850.0,2650.0,5122.0,2143.2,1090.2,53.0,2017-01-08,15
26149.0,7117.2,2850.0,2650.0,5610.0,1352.9,1106.5,54.08,2017-01-08,16
26354.0,7117.2,2850.0,2650.0,5878.0,485.8,834.8,60.95,2017-01-08,17
28894.0,7117.2,3100.0,2350.0,6324.0,52.4,417.2,70.51,2017-01-08,18
30794.0,7117.2,3100.0,2350.0,6805.0,0.0,100.1,75.52,2017-01-08,19
31859.0,7117.2,3100.0,2350.0,7161.0,0.0,44.1,73.2,2017-01-08,20
32620.0,7117.2,2850.0,2350.0,7560.0,0.0,21.2,70.69,2017-01-08,21
31501.0,7117.2,2850.0,2350.0,7471.0,0.0,13.6,71.21,2017-01-08,22
28595.0,7117.2,2850.0,2350.0,7318.0,0.0,14.2,65.88,2017-01-08,23
26236.0,7117.2,2850.0,2350.0,7249.0,0.0,10.9,58.0,2017-01-09,0
23944.0,7117.2,2850.0,2650.0,7095.0,0.0,10.7,52.9,2017-01-09,1
22948.0,7117.2,2850.0,2650.0,7231.0,0.0,10.5,50.04,2017-01-09,2
22330.0,7117.2,2850.0,2650.0,7098.0,0.0,10.9,47.79,2017-01-09,3
22287.0,7117.2,2850.0,2650.0,6923.0,0.0,10.6,47.89,2017-01-09,4
23109.0,7117.2,2850.0,2650.0,6828.0,0.0,10.6,52.24,2017-01-09,5
26570.0,7117.2,2850.0,2350.0,6741.0,0.0,9.9,65.75,2017-01-09,6
31519.0,7117.2,3100.0,2350.0,6432.0,0.0,19.1,78.01,2017-01-09,7
35309.0,7117.2,3100.0,2350.0,5810.0,82.1,9.2,78.39,2017-01-09,8
36757.0,7117.2,3100.0,2350.0,5105.0,596.0,40.8,79.31,2017-01-09,9
37714.0,7117.2,3100.0,2350.0,4313.0,1411.3,189.3,80.0,2017-01-09,10
37740.0,7117.2,3100.0,2350.0,3461.0,2072.2,562.1,80.0,2017-01-09,11
37264.0,7117.2,3100.0,2350.0,3197.0,2557.9,824.7,80.0,2017-01-09,12
36739.0,7117.2,3100.0,2350.0,3099.0,2860.4,947.5,79.89,2017-01-09,13
35546.0,7117.2,3100.0,2350.0,3008.0,2656.1,1058.8,78.7,2017-01-09,14
35136.0,7117.2,3100.0,2350.0,3089.0,2165.5,1248.1,77.0,2017-01-09,15
35062.0,7117.2,3100.0,2350.0,3144.0,1424.7,1305.3,75.75,2017-01-09,16
35681.0,7117.2,3100.0,2350.0,3182.0,524.9,924.7,77.51,2017-01-09,17
37918.0,7117.2,3100.0,2350.0,3688.0,68.5,406.5,80.37,2017-01-09,18
38972.0,7117.2,3100.0,2350.0,4424.0,0.0,167.2,80.1,2017-01-09,19
39003.0,7117.2,3100.0,2350.0,5017.0,0.0,34.2,77.07,2017-01-09,20
37952.0,7117.2,3100.0,2350.0,5603.0,0.0,14.2,74.11,2017-01-09,21
34970.0,7117.2,3100.0,2350.0,6084.0,0.0,10.5,70.59,2017-01-09,22
31450.0,7117.2,2850.0,2350.0,6318.0,0.0,10.5,65.82,2017-01-09,23
28810.0,7117.2,2850.0,2350.0,6970.0,0.0,9.3,59.99,2017-01-10,0
26397.0,7117.2,2850.0,2650.0,7424.0,0.0,7.3,55.8,2017-01-10,1
25083.0,7117.2,2850.0,2650.0,7567.0,0.0,3.7,52.98,2017-01-10,2
24477.0,7117.2,2850.0,2650.0,7766.0,0.0,9.5,50.0,2017-01-10,3
24290.0,7117.2,2850.0,2650.0,8196.0,0.0,0.6,49.19,2017-01-10,4
24770.0,7117.2,2850.0,2650.0,8709.0,0.0,9.4,52.07,2017-01-10,5
27547.0,7117.2,2850.0,2350.0,8978.0,0.0,8.3,58.78,2017-01-10,6
32621.0,7117.2,3100.0,2350.0,9401.0,0.0,8.2,70.51,2017-01-10,7
36201.0,7117.2,3100.0,2350.0,9652.0,41.9,7.7,73.68,2017-01-10,8
37506.0,7117.2,3100.0,2350.0,9816.0,308.1,11.5,74.69,2017-01-10,9
38276.0,7117.2,3100.0,2350.0,10077.0,700.8,40.9,75.15,2017-01-10,10
38169.0,7117.2,3100.0,2350.0,10324.0,1058.3,118.8,73.64,2017-01-10,11
37779.0,7117.2,3100.0,2350.0,10831.0,1218.2,194.0,71.68,2017-01-10,12
37536.0,7117.2,3100.0,2350.0,11232.0,1483.9,210.1,70.69,2017-01-10,13
36405.0,7117.2,3100.0,2350.0,11911.0,1444.0,213.0,69.48,2017-01-10,14
35778.0,7117.2,3100.0,2350.0,12489.0,1116.7,229.6,66.07,2017-01-10,15
35494.0,7117.2,3100.0,2350.0,12558.0,647.5,249.6,64.6,2017-01-10,16
36045.0,7117.2,3100.0,2350.0,12306.0,173.0,119.9,67.59,2017-01-10,17
38345.0,7117.2,3100.0,2350.0,12108.0,18.4,22.3,72.15,2017-01-10,18
39105.0,7117.2,3100.0,2350.0,11846.0,0.0,7.3,73.87,2017-01-10,19
39356.0,7117.2,3100.0,2350.0,11818.0,0.0,9.0,74.53,2017-01-10,20
38060.0,7117.2,3100.0,2350.0,11632.0,0.0,9.0,70.49,2017-01-10,21
35111.0,7117.2,3100.0,2350.0,11323.0,0.0,8.9,68.39,2017-01-10,22
31640.0,7117.2,2850.0,2350.0,11134.0,0.0,8.8,60.15,2017-01-10,23
28578.0,7117.2,2850.0,2350.0,10849.0,0.0,10.2,59.23,2017-01-11,0
26318.0,7117.2,2850.0,2650.0,10791.0,0.0,10.7,55.4,2017-01-11,1
24907.0,7117.2,2850.0,2650.0,10767.0,0.0,10.5,51.5,2017-01-11,2
24243.0,7117.2,2850.0,2650.0,10347.0,0.0,10.4,51.2,2017-01-11,3
24254.0,7117.2,2850.0,2650.0,9831.0,0.0,7.2,50.62,2017-01-11,4
24852.0,7117.2,2850.0,2650.0,9387.0,0.0,9.3,52.83,2017-01-11,5
27531.0,7117.2,2850.0,2350.0,9224.0,0.0,9.9,57.93,2017-01-11,6
32500.0,7117.2,3100.0,2350.0,9046.0,0.0,10.1,71.36,2017-01-11,7
35700.0,7117.2,3100.0,2350.0,8462.0,50.6,9.9,78.21,2017-01-11,8
36500.0,7117.2,3100.0,2350.0,7690.0,432.4,31.1,79.44,2017-01-11,9
36800.0,7117.2,3100.0,2350.0,6947.0,971.8,105.2,80.4,2017-01-11,10
36500.0,7117.2,3100.0,2350.0,6388.0,1612.4,289.6,80.4,2017-01-11,11
35935.0,7117.2,3100.0,2350.0,6269.0,1926.2,585.2,79.98,2017-01-11,12
35396.0,7117.2,3100.0,2350.0,6021.0,2094.9,655.1,79.56,2017-01-11,13
34391.0,7117.2,3100.0,2350.0,5683.0,1910.7,709.1,79.82,2017-01-11,14
33840.0,7117.2,3100.0,2350.0,5324.0,1551.9,819.4,78.87,2017-01-11,15
33635.0,7117.2,3100.0,2350.0,5088.0,1031.1,897.7,79.56,2017-01-11,16
34014.0,7117.2,3100.0,2350.0,4717.0,448.1,706.1,83.65,2017-01-11,17
35810.0,7117.2,3100.0,2350.0,4350.0,93.0,226.1,88.0,2017-01-11,18
37014.0,7117.2,3100.0,2350.0,4407.0,0.0,118.0,88.44,2017-01-11,19
37309.0,7117.2,3100.0,2350.0,4357.0,0.0,15.5,85.0,2017-01-11,20
36689.0,7117.2,3100.0,2350.0,4184.0,0.0,10.4,80.64,2017-01-11,21
34028.0,7117.2,3100.0,2350.0,4175.0,0.0,9.9,79.82,2017-01-11,22
30821.0,7117.2,2850.0,2350.0,4351.0,0.0,10.1,77.51,2017-01-11,23
28214.0,7117.2,2850.0,2350.0,4548.0,0.0,10.4,75.0,2017-01-12,0
25963.0,7117.2,2850.0,2650.0,4514.0,0.0,8.1,65.25,2017-01-12,1
24585.0,7117.2,2850.0,2650.0,4244.0,0.0,7.7,60.71,2017-01-12,2
24050.0,7117.2,2850.0,2650.0,3941.0,0.0,9.4,57.43,2017-01-12,3
23902.0,7117.2,2850.0,2650.0,4004.0,0.0,11.0,56.58,2017-01-12,4
24533.0,7117.2,2850.0,2650.0,3991.0,0.0,10.1,60.01,2017-01-12,5
27149.0,7117.2,2850.0,2350.0,4230.0,0.0,10.3,73.69,2017-01-12,6
31899.0,7117.2,3100.0,2350.0,4719.0,0.0,17.4,82.87,2017-01-12,7
35017.0,7117.2,3100.0,2350.0,5175.0,80.6,9.1,87.0,2017-01-12,8
35735.0,7117.2,3100.0,2350.0,5620.0,593.8,24.1,88.01,2017-01-12,9
36289.0,7117.2,3100.0,2350.0,5611.0,1307.6,114.0,86.71,2017-01-12,10
36031.0,7117.2,3100.0,2350.0,5919.0,2017.6,401.2,86.4,2017-01-12,11
35468.0,7117.2,3100.0,2350.0,6973.0,2457.0,640.5,82.94,2017-01-12,12
35034.0,7117.2,3100.0,2350.0,7801.0,2504.1,749.7,81.19,2017-01-12,13
33899.0,7117.2,3100.0,2350.0,8566.0,2252.2,813.9,79.69,2017-01-12,14
32914.0,7117.2,3100.0,2350.0,9166.0,1728.8,978.1,76.98,2017-01-12,15
32994.0,7117.2,3100.0,2350.0,9225.0,1034.6,1026.6,77.15,2017-01-12,16
33548.0,7117.2,3100.0,2350.0,8619.0,376.7,841.3,79.97,2017-01-12,17
35640.0,7117.2,3100.0,2350.0,8580.0,55.4,381.7,82.1,2017-01-12,18
36983.0,7117.2,3100.0,2350.0,9323.0,0.0,107.2,81.28,2017-01-12,19
37344.0,7117.2,3100.0,2350.0,9546.0,0.0,31.8,78.33,2017-01-12,20
36367.0,7117.2,3100.0,2350.0,9676.0,0.0,10.4,74.03,2017-01-12,21
33736.0,7117.2,3100.0,2350.0,9845.0,0.0,10.6,69.21,2017-01-12,22
30363.0,7117.2,2850.0,2350.0,10119.0,0.0,13.7,64.28,2017-01-12,23
27814.0,7117.2,2850.0,2350.0,10587.0,0.0,15.7,59.2,2017-01-13,0
25721.0,7117.2,2850.0,2650.0,10911.0,0.0,5.3,53.2,2017-01-13,1
24356.0,7117.2,2850.0,2650.0,10882.0,0.0,6.1,50.16,2017-01-13,2
23805.0,7117.2,2850.0,2650.0,10719.0,0.0,9.5,46.34,2017-01-13,3
23701.0,7117.2,2850.0,2650.0,10675.0,0.0,10.7,43.66,2017-01-13,4
24360.0,7117.2,2850.0,2650.0,10888.0,0.0,10.8,48.52,2017-01-13,5
26917.0,7117.2,2850.0,2350.0,10720.0,0.0,10.4,53.09,2017-01-13,6
31971.0,7117.2,3100.0,2350.0,10393.0,0.0,12.5,59.2,2017-01-13,7
34752.0,7117.2,3100.0,2350.0,9887.0,71.5,11.3,70.49,2017-01-13,8
35462.0,7117.2,3100.0,2350.0,9328.0,556.2,20.2,77.09,2017-01-13,9
36050.0,7117.2,3100.0,2350.0,9572.0,1259.2,135.5,78.07,2017-01-13,10
36000.0,7117.2,3100.0,2350.0,9602.0,1865.4,453.4,75.51,2017-01-13,11
35361.0,7117.2,3100.0,2350.0,10243.0,2297.4,524.1,72.94,2017-01-13,12
