fc_demand,fc_nuclear,import_FR,export_FR,fc_wind,fc_solar_pv,fc_solar_th,price,date,hour
24471.0,6105.9,2500.0,2500.0,3443.0,0.0,140.7,45.62,2017-04-11,6
27123.0,6105.9,2600.0,2500.0,3412.0,42.3,94.3,50.84,2017-04-11,7
28714.0,6105.9,2600.0,2500.0,3379.0,535.7,137.3,52.07,2017-04-11,8
30409.0,6105.9,2600.0,2500.0,3091.0,1603.5,495.0,52.69,2017-04-11,9
30883.0,6105.9,2600.0,2500.0,2674.0,2319.6,1648.7,51.52,2017-04-11,10
30860.0,6105.9,2600.0,2500.0,2431.0,2818.8,2005.7,51.0,2017-04-11,11
30827.0,6105.9,2600.0,2500.0,2377.0,3394.1,2152.3,51.0,2017-04-11,12
30584.0,6105.9,2600.0,2500.0,2609.0,3570.7,2178.8,50.68,2017-04-11,13
29584.0,6105.9,2600.0,2500.0,2912.0,3492.1,2162.9,49.45,2017-04-11,14
28922.0,6105.9,2600.0,2500.0,3266.0,3357.6,2148.2,48.69,2017-04-11,15
28652.0,6105.9,2600.0,2500.0,3646.0,3119.3,2130.9,48.32,2017-04-11,16
28353.0,6105.9,2600.0,2500.0,4105.0,2732.9,2111.6,47.9,2017-04-11,17
27882.0,6105.9,2600.0,2500.0,4449.0,1994.4,2006.7,47.07,2017-04-11,18
27698.0,6105.9,2600.0,2500.0,4821.0,950.7,1672.9,48.37,2017-04-11,19
28861.0,6105.9,2600.0,2500.0,4772.0,188.1,1112.3,51.0,2017-04-11,20
31128.0,6105.9,2600.0,2500.0,4918.0,2.2,738.5,52.85,2017-04-11,21
29014.0,6105.9,2600.0,2500.0,5225.0,0.0,631.5,51.0,2017-04-11,22
26776.0,6105.9,2500.0,2600.0,5172.0,0.0,623.6,48.69,2017-04-11,23
25025.0,6105.9,2500.0,2600.0,4980.0,0.0,620.7,51.53,2017-04-12,0
23593.0,6105.9,2500.0,3150.0,4461.0,0.0,608.5,49.99,2017-04-12,1
22750.0,6105.9,2500.0,3150.0,3818.0,0.0,581.6,46.62,2017-04-12,2
22344.0,6105.9,2500.0,3150.0,3291.0,0.0,555.5,45.61,2017-04-12,3
22122.0,6105.9,2500.0,3150.0,2848.0,0.0,490.1,46.21,2017-04-12,4
22463.0,6105.9,2500.0,3150.0,2297.0,0.0,320.5,50.84,2017-04-12,5
24282.0,6105.9,2500.0,2500.0,1788.0,0.0,107.1,53.69,2017-04-12,6
26616.0,6105.9,2600.0,2500.0,1469.0,44.9,216.0,54.46,2017-04-12,7
28156.0,6105.9,2600.0,2500.0,1296.0,537.2,272.3,55.58,2017-04-12,8
29690.0,6105.9,2600.0,2500.0,1084.0,1566.0,434.0,55.56,2017-04-12,9
30278.0,6105.9,2600.0,2500.0,732.0,2314.3,1676.1,54.69,2017-04-12,10
30347.0,6105.9,2600.0,2500.0,558.0,2821.9,2081.0,54.02,2017-04-12,11
30364.0,6105.9,2600.0,2500.0,510.0,3402.0,2138.3,54.0,2017-04-12,12
30306.0,6105.9,2600.0,2500.0,667.0,3540.3,2151.4,53.69,2017-04-12,13
29517.0,7117.2,2600.0,2500.0,1037.0,3474.7,2142.0,51.54,2017-04-12,14
28790.0,7117.2,2600.0,2500.0,1418.0,3360.0,2145.9,51.04,2017-04-12,15
28467.0,7117.2,2600.0,2500.0,1591.0,3138.2,2128.2,50.69,2017-04-12,16
28137.0,7117.2,2600.0,2500.0,1694.0,2744.4,2105.9,50.02,2017-04-12,17
27629.0,7117.2,2600.0,2500.0,1787.0,1989.5,1997.9,49.54,2017-04-12,18
27398.0,7117.2,2600.0,2500.0,1869.0,951.9,1640.5,49.65,2017-04-12,19
28630.0,7117.2,2600.0,2500.0,1742.0,188.2,1104.9,53.69,2017-04-12,20
30379.0,6105.9,2600.0,2500.0,2038.0,3.1,732.1,55.0,2017-04-12,21
28241.0,6105.9,2600.0,2500.0,2262.0,0.0,620.0,54.5,2017-04-12,22
26234.0,6105.9,2500.0,2600.0,2171.0,0.0,609.6,52.42,2017-04-12,23
24658.0,6105.9,2500.0,2600.0,2102.0,0.0,596.6,52.19,2017-04-13,0
23187.0,7117.2,2500.0,3150.0,1925.0,0.0,578.4,50.84,2017-04-13,1
22030.0,7117.2,2500.0,3150.0,1807.0,0.0,537.9,49.0,2017-04-13,2
21330.0,7117.2,2500.0,3150.0,1737.0,0.0,491.1,46.0,2017-04-13,3
20935.0,7117.2,2500.0,3150.0,1676.0,0.0,450.4,45.3,2017-04-13,4
20847.0,7117.2,2500.0,3150.0,1656.0,0.0,287.4,45.65,2017-04-13,5
21290.0,7117.2,2500.0,2500.0,1696.0,0.0,149.2,49.0,2017-04-13,6
21691.0,7117.2,2600.0,2500.0,1636.0,47.1,63.4,52.19,2017-04-13,7
22043.0,7117.2,2600.0,2500.0,1721.0,531.5,70.3,53.69,2017-04-13,8
23670.0,7117.2,2600.0,2500.0,1527.0,1486.1,349.6,54.15,2017-04-13,9
24684.0,7117.2,2600.0,2500.0,1123.0,2206.4,1339.3,53.23,2017-04-13,10
25263.0,7117.2,2600.0,2500.0,1020.0,2698.1,1677.9,51.54,2017-04-13,11
25365.0,7117.2,2600.0,2500.0,1349.0,3139.5,1663.4,51.23,2017-04-13,12
25495.0,7117.2,2600.0,2500.0,2043.0,3347.9,1754.6,50.69,2017-04-13,13
25103.0,7117.2,2600.0,2500.0,2813.0,3254.8,1632.5,45.3,2017-04-13,14
23934.0,7117.2,2600.0,2500.0,3290.0,3111.1,1628.8,40.29,2017-04-13,15
23179.0,7117.2,2600.0,2500.0,3509.0,2824.7,1776.6,39.74,2017-04-13,16
22829.0,7117.2,2600.0,2500.0,3591.0,2351.1,1923.3,39.31,2017-04-13,17
22680.0,7117.2,2600.0,2500.0,3758.0,1664.8,1857.6,39.69,2017-04-13,18
23406.0,7117.2,2600.0,2500.0,3654.0,849.3,1466.0,40.0,2017-04-13,19
24870.0,7117.2,2600.0,2500.0,3351.0,182.2,925.3,50.69,2017-04-13,20
26790.0,7117.2,2600.0,2500.0,3411.0,6.7,502.0,53.96,2017-04-13,21
25864.0,7117.2,2600.0,2500.0,3604.0,0.0,358.0,53.0,2017-04-13,22
24358.0,7117.2,2500.0,2600.0,3836.0,0.0,370.5,49.54,2017-04-13,23
23076.0,7117.2,2500.0,2600.0,3601.0,0.0,275.3,52.44,2017-04-14,0
21584.0,7117.2,2500.0,3150.0,3067.0,0.0,337.7,51.69,2017-04-14,1
20315.0,7117.2,2500.0,3150.0,2766.0,0.0,169.2,50.7,2017-04-14,2
19615.0,7117.2,2500.0,3150.0,2546.0,0.0,17.2,50.69,2017-04-14,3
19218.0,7117.2,2500.0,3150.0,2459.0,0.0,28.0,49.0,2017-04-14,4
19206.0,7117.2,2500.0,3150.0,2435.0,0.0,6.3,49.0,2017-04-14,5
19504.0,7117.2,2500.0,2500.0,2275.0,0.0,6.8,48.85,2017-04-14,6
19550.0,7117.2,2550.0,2500.0,1992.0,42.9,7.7,43.4,2017-04-14,7
19334.0,7117.2,2550.0,2500.0,1887.0,464.2,17.3,40.49,2017-04-14,8
20856.0,7117.2,2550.0,2500.0,1590.0,1296.7,161.2,46.16,2017-04-14,9
22018.0,7117.2,2550.0,2500.0,1222.0,2041.1,595.3,46.2,2017-04-14,10
22745.0,7117.2,2550.0,2500.0,1128.0,2554.6,1110.0,46.18,2017-04-14,11
22776.0,7117.2,2550.0,2500.0,1174.0,2868.6,1370.5,45.83,2017-04-14,12
23003.0,7117.2,2550.0,2500.0,1534.0,3073.6,1602.7,45.69,2017-04-14,13
22837.0,7117.2,2550.0,2500.0,2058.0,3027.6,1571.5,40.69,2017-04-14,14
22301.0,7117.2,2550.0,2500.0,2494.0,2947.0,1521.3,38.74,2017-04-14,15
21668.0,7117.2,2550.0,2500.0,2802.0,2776.7,1529.2,36.1,2017-04-14,16
21330.0,7117.2,2600.0,2500.0,2963.0,2425.8,1712.7,35.72,2017-04-14,17
21274.0,7117.2,2800.0,2500.0,3320.0,1741.7,1718.8,36.9,2017-04-14,18
22118.0,7117.2,2800.0,2500.0,3724.0,888.3,1457.1,38.74,2017-04-14,19
23374.0,7117.2,2800.0,2500.0,3804.0,203.3,917.4,45.9,2017-04-14,20
25354.0,7117.2,2800.0,2500.0,4225.0,10.2,666.7,51.53,2017-04-14,21
24671.0,7117.2,2800.0,2500.0,4797.0,0.0,466.0,50.27,2017-04-14,22
23417.0,7117.2,2500.0,2600.0,4788.0,0.0,338.5,46.18,2017-04-14,23
22124.0,7117.2,2200.0,2900.0,4644.0,0.0,352.5,50.84,2017-04-15,0
20847.0,7117.2,2200.0,2900.0,4526.0,0.0,290.8,43.4,2017-04-15,1
19780.0,7117.2,2200.0,2900.0,4602.0,0.0,267.4,39.24,2017-04-15,2
19190.0,7117.2,2200.0,2900.0,4586.0,0.0,179.8,37.74,2017-04-15,3
18932.0,7117.2,2200.0,2900.0,4390.0,0.0,136.9,35.99,2017-04-15,4
19000.0,7117.2,2200.0,2900.0,4197.0,0.0,5.1,36.0,2017-04-15,5
19618.0,7117.2,2200.0,2900.0,3890.0,0.0,0.0,38.74,2017-04-15,6
19954.0,7117.2,2200.0,2900.0,3913.0,46.1,9.4,40.46,2017-04-15,7
21019.0,7117.2,2800.0,2600.0,3829.0,507.8,38.5,40.49,2017-04-15,8
23204.0,7117.2,2800.0,2600.0,3346.0,1399.8,218.5,46.2,2017-04-15,9
24744.0,7117.2,2800.0,2600.0,2965.0,2165.9,858.4,46.2,2017-04-15,10
25243.0,7117.2,2800.0,2600.0,2951.0,2672.1,1230.5,45.3,2017-04-15,11
25097.0,7117.2,2800.0,2600.0,3275.0,2955.6,1415.5,44.01,2017-04-15,12
25382.0,7117.2,2800.0,2600.0,3853.0,3127.6,1593.7,45.3,2017-04-15,13
24910.0,7117.2,2700.0,2600.0,4422.0,3114.2,1624.9,44.01,2017-04-15,14
23945.0,7117.2,2700.0,2600.0,5002.0,2995.4,1718.5,40.49,2017-04-15,15
23584.0,7117.2,2700.0,2600.0,5511.0,2753.4,1673.4,36.58,2017-04-15,16
23348.0,7117.2,2700.0,2600.0,5953.0,2378.1,1629.0,35.72,2017-04-15,17
23120.0,7117.2,2700.0,2600.0,6414.0,1784.0,1538.2,36.0,2017-04-15,18
23205.0,7117.2,2700.0,2600.0,6702.0,903.1,1229.2,39.24,2017-04-15,19
24531.0,7117.2,2700.0,2600.0,6584.0,159.0,837.7,44.91,2017-04-15,20
26877.0,7117.2,2700.0,2600.0,6718.0,6.8,428.0,50.9,2017-04-15,21
25766.0,7117.2,2700.0,2600.0,7155.0,0.0,294.1,46.7,2017-04-15,22
24084.0,7117.2,2200.0,2900.0,7070.0,0.0,257.0,46.07,2017-04-15,23
22600.0,7117.2,2200.0,2900.0,6663.0,0.0,200.2,46.95,2017-04-16,0
21123.0,7117.2,2200.0,2900.0,6496.0,0.0,149.3,38.59,2017-04-16,1
20120.0,7117.2,2200.0,2900.0,6235.0,0.0,136.9,35.51,2017-04-16,2
19545.0,7117.2,2200.0,2900.0,6094.0,0.0,101.8,33.99,2017-04-16,3
19088.0,7117.2,2200.0,2900.0,5933.0,0.0,58.5,33.1,2017-04-16,4
19067.0,7117.2,2200.0,2900.0,5510.0,0.0,27.6,32.62,2017-04-16,5
19412.0,7117.2,2200.0,2900.0,4916.0,0.0,13.5,32.62,2017-04-16,6
19368.0,7117.2,2200.0,2900.0,4490.0,46.0,18.2,32.12,2017-04-16,7
20009.0,7117.2,2200.0,2900.0,4456.0,513.7,26.7,33.32,2017-04-16,8
21576.0,7117.2,2200.0,2900.0,3991.0,1381.0,90.7,37.84,2017-04-16,9
22839.0,7117.2,2200.0,2900.0,3488.0,2118.9,403.2,40.0,2017-04-16,10
23447.0,7117.2,2200.0,2900.0,3416.0,2638.8,676.1,40.0,2017-04-16,11
23462.0,7117.2,2200.0,2900.0,3399.0,2862.3,919.3,40.0,2017-04-16,12
23299.0,7117.2,2200.0,2900.0,3214.0,3065.7,1056.0,40.49,2017-04-16,13
22944.0,7117.2,2200.0,2900.0,3118.0,3102.6,1126.3,40.49,2017-04-16,14
21966.0,7117.2,2200.0,2900.0,3221.0,3021.0,1256.4,39.6,2017-04-16,15
21395.0,7117.2,2200.0,2900.0,3220.0,2739.6,1334.9,38.9,2017-04-16,16
21224.0,7117.2,2200.0,2900.0,3348.0,2322.2,1333.1,39.24,2017-04-16,17
21412.0,7117.2,2700.0,2600.0,3502.0,1702.4,1299.8,38.9,2017-04-16,18
21711.0,7117.2,2700.0,2600.0,3484.0,883.0,1136.3,40.49,2017-04-16,19
23149.0,7117.2,2700.0,2600.0,3454.0,176.1,867.3,50.69,2017-04-16,20
26271.0,7117.2,2200.0,2900.0,3827.0,9.1,614.1,53.12,2017-04-16,21
25465.0,7117.2,2200.0,2900.0,4081.0,0.0,341.9,52.2,2017-04-16,22
23647.0,7117.2,2200.0,2900.0,3919.0,0.0,246.1,51.04,2017-04-16,23
21970.0,7117.2,2200.0,2900.0,3680.0,0.0,246.6,48.69,2017-04-17,0
20559.0,7117.2,2200.0,2900.0,3397.0,0.0,205.4,40.69,2017-04-17,1
19699.0,7117.2,2200.0,2900.0,3134.0,0.0,124.7,40.49,2017-04-17,2
19272.0,7117.2,2200.0,2900.0,2783.0,0.0,78.6,40.69,2017-04-17,3
19205.0,7117.2,2200.0,2900.0,2412.0,0.0,57.8,43.9,2017-04-17,4
19460.0,7117.2,2200.0,2900.0,2039.0,0.0,10.7,48.69,2017-04-17,5
20929.0,7117.2,2200.0,2600.0,1722.0,0.0,5.4,50.69,2017-04-17,6
22688.0,7117.2,1500.0,500.0,1479.0,57.1,16.0,53.18,2017-04-17,7
23991.0,7117.2,1500.0,500.0,1250.0,602.4,93.5,53.12,2017-04-17,8
25921.0,7117.2,1500.0,500.0,1040.0,1570.2,372.8,53.96,2017-04-17,9
26757.0,7117.2,1500.0,500.0,688.0,2282.5,1543.0,52.15,2017-04-17,10
26954.0,7117.2,1500.0,500.0,578.0,2793.9,1953.9,51.43,2017-04-17,11
27017.0,7117.2,1500.0,500.0,576.0,3184.6,2096.8,51.04,2017-04-17,12
27162.0,7117.2,1500.0,500.0,630.0,3365.2,2156.8,51.43,2017-04-17,13
26470.0,7117.2,1500.0,500.0,850.0,3315.1,2168.6,51.04,2017-04-17,14
24949.0,7117.2,1500.0,500.0,1289.0,3194.0,2095.6,49.91,2017-04-17,15
24588.0,7117.2,1500.0,500.0,1858.0,2906.8,2059.6,48.69,2017-04-17,16
24388.0,7117.2,1500.0,500.0,2435.0,2477.5,1995.3,47.89,2017-04-17,17
24115.0,7117.2,1500.0,500.0,3060.0,1818.9,1823.5,43.64,2017-04-17,18
24869.0,7117.2,2800.0,2600.0,3594.0,967.8,1412.3,40.9,2017-04-17,19
26466.0,7117.2,2800.0,2600.0,4202.0,228.8,1070.1,49.12,2017-04-17,20
28554.0,7117.2,2800.0,2600.0,4483.0,18.9,748.8,51.04,2017-04-17,21
26910.0,7117.2,2800.0,2600.0,4841.0,0.0,579.7,48.0,2017-04-17,22
24595.0,7117.2,2200.0,2900.0,4822.0,0.0,528.3,41.28,2017-04-17,23
23040.0,7117.2,2200.0,2900.0,4945.0,0.0,522.8,40.69,2017-04-18,0
21648.0,7117.2,2200.0,2900.0,5052.0,0.0,471.3,39.31,2017-04-18,1
20766.0,7117.2,2200.0,2900.0,5188.0,0.0,385.4,36.54,2017-04-18,2
20522.0,7117.2,2200.0,2900.0,5301.0,0.0,345.8,36.19,2017-04-18,3
20410.0,7117.2,2200.0,2900.0,5230.0,0.0,323.4,35.89,2017-04-18,4
20991.0,7117.2,2200.0,2900.0,5263.0,0.0,136.6,35.94,2017-04-18,5
23634.0,7117.2,2200.0,2600.0,5584.0,0.0,33.0,40.49,2017-04-18,6
26698.0,7117.2,2700.0,2700.0,6156.0,54.7,38.7,49.54,2017-04-18,7
28779.0,7117.2,2700.0,2700.0,6490.0,563.3,46.9,50.2,2017-04-18,8
30376.0,7117.2,2700.0,2700.0,6175.0,1456.5,373.2,51.04,2017-04-18,9
30736.0,7117.2,2700.0,2700.0,6332.0,2213.4,1162.0,50.37,2017-04-18,10
30662.0,7117.2,2700.0,2700.0,6658.0,2716.7,1659.3,49.12,2017-04-18,11
30724.0,7117.2,2700.0,2700.0,6730.0,3085.4,1908.9,48.69,2017-04-18,12
30552.0,7117.2,2700.0,2700.0,6694.0,3217.8,2017.8,47.89,2017-04-18,13
29560.0,7117.2,2700.0,2700.0,6552.0,3143.4,1837.0,46.18,2017-04-18,14
28636.0,7117.2,2700.0,2700.0,6642.0,3057.1,1736.0,40.69,2017-04-18,15
28485.0,7117.2,2700.0,2700.0,7099.0,2808.2,1713.1,40.49,2017-04-18,16
28427.0,7117.2,2700.0,2700.0,7664.0,2369.9,1756.9,40.49,2017-04-18,17
28091.0,7117.2,2700.0,2700.0,8383.0,1718.4,1720.0,40.0,2017-04-18,18
27935.0,7117.2,2700.0,2700.0,9446.0,898.8,1464.7,40.49,2017-04-18,19
28782.0,7117.2,2700.0,2700.0,10196.0,213.3,981.3,46.18,2017-04-18,20
31127.0,7117.2,2700.0,2700.0,10675.0,18.3,617.8,49.54,2017-04-18,21
28879.0,7117.2,2700.0,2700.0,10547.0,0.0,481.3,40.49,2017-04-18,22
26449.0,7117.2,2300.0,2900.0,10582.0,0.0,423.5,37.95,2017-04-18,23
25206.0,7117.2,2300.0,2900.0,10613.0,0.0,352.9,36.89,2017-04-19,0
23855.0,7117.2,2300.0,2900.0,10732.0,0.0,285.2,33.44,2017-04-19,1
22999.0,7117.2,2300.0,2900.0,10967.0,0.0,238.1,31.2,2017-04-19,2
22750.0,7117.2,2300.0,2900.0,11305.0,0.0,99.2,30.25,2017-04-19,3
22651.0,7117.2,2300.0,2900.0,11693.0,0.0,61.5,30.83,2017-04-19,4
23074.0,7117.2,2300.0,2900.0,11867.0,0.0,13.7,31.81,2017-04-19,5
25038.0,7117.2,2300.0,2700.0,12044.0,0.0,1.0,38.9,2017-04-19,6
27815.0,7117.2,2700.0,2700.0,11882.0,43.6,0.9,46.88,2017-04-19,7
29550.0,7117.2,2700.0,2700.0,11401.0,465.9,16.8,49.54,2017-04-19,8
30788.0,7117.2,2700.0,2700.0,10781.0,1208.9,282.2,48.02,2017-04-19,9
31048.0,7117.2,2700.0,2700.0,10887.0,1846.4,1017.9,43.64,2017-04-19,10
31371.0,7117.2,2700.0,2700.0,11280.0,2028.0,1286.6,40.0,2017-04-19,11
31629.0,7117.2,2700.0,2700.0,11079.0,2375.3,1393.3,40.04,2017-04-19,12
31500.0,7117.2,2700.0,2700.0,11001.0,2451.3,1509.0,40.49,2017-04-19,13
30371.0,7117.2,2700.0,2700.0,10888.0,2512.2,1478.7,37.09,2017-04-19,14
29609.0,7117.2,2700.0,2700.0,11194.0,2466.6,1439.2,36.73,2017-04-19,15
29385.0,7117.2,2700.0,2700.0,11562.0,2222.6,1335.5,36.44,2017-04-19,16
29382.0,7117.2,2800.0,2700.0,12055.0,1797.7,1180.2,36.89,2017-04-19,17
29035.0,7117.2,2800.0,2600.0,12629.0,1293.3,899.7,38.92,2017-04-19,18
29098.0,7117.2,2800.0,2600.0,13021.0,667.2,578.2,41.19,2017-04-19,19
30003.0,7117.2,2800.0,2600.0,13005.0,190.0,256.4,45.69,2017-04-19,20
31657.0,7117.2,2800.0,2600.0,12810.0,22.9,142.3,48.67,2017-04-19,21
29131.0,7117.2,2800.0,2600.0,12569.0,0.0,137.5,41.1,2017-04-19,22
26771.0,7117.2,2200.0,2900.0,12230.0,0.0,161.5,37.09,2017-04-19,23
25177.0,7117.2,2200.0,2900.0,11866.0,0.0,49.2,36.89,2017-04-20,0
23914.0,7117.2,2200.0,2900.0,11089.0,0.0,41.6,35.11,2017-04-20,1
23084.0,7117.2,2200.0,2900.0,10415.0,0.0,9.3,32.44,2017-04-20,2
22789.0,7117.2,2200.0,2900.0,10266.0,0.0,6.4,31.89,2017-04-20,3
22685.0,7117.2,2200.0,2900.0,10103.0,0.0,9.2,32.88,2017-04-20,4
23024.0,7117.2,2200.0,2900.0,9510.0,0.0,0.0,35.05,2017-04-20,5
25233.0,7117.2,2200.0,2600.0,9315.0,0.0,0.0,42.03,2017-04-20,6
28020.0,7117.2,2800.0,2600.0,9228.0,65.8,1.5,48.41,2017-04-20,7
29655.0,7117.2,2800.0,2600.0,9003.0,507.6,67.2,52.0,2017-04-20,8
31014.0,7117.2,2800.0,2600.0,8741.0,1283.8,279.0,48.69,2017-04-20,9
31448.0,7117.2,2800.0,2600.0,8997.0,1969.5,613.3,45.6,2017-04-20,10
31509.0,7117.2,2800.0,2600.0,9046.0,2417.3,780.2,42.57,2017-04-20,11
31716.0,7117.2,2800.0,2600.0,8987.0,2777.4,985.5,40.49,2017-04-20,12
31527.0,7117.2,2800.0,2600.0,9342.0,3065.4,1008.2,38.6,2017-04-20,13
30334.0,7117.2,2800.0,2600.0,9545.0,3078.1,982.5,35.98,2017-04-20,14
29697.0,7117.2,2800.0,2600.0,9613.0,2948.7,1146.3,35.44,2017-04-20,15
29484.0,7117.2,2800.0,2600.0,9647.0,2675.9,1240.5,35.19,2017-04-20,16
29539.0,7117.2,2800.0,2600.0,9745.0,2267.0,1195.0,36.89,2017-04-20,17
29218.0,7117.2,3100.0,2600.0,9979.0,1691.7,1035.3,39.94,2017-04-20,18
29176.0,7117.2,3100.0,2600.0,10340.0,881.5,795.6,45.01,2017-04-20,19
30138.0,7117.2,3100.0,2600.0,10320.0,258.4,436.6,46.61,2017-04-20,20
31787.0,7117.2,3100.0,2600.0,10325.0,32.4,388.7,47.19,2017-04-20,21
29415.0,7117.2,3100.0,2600.0,10165.0,0.0,370.5,45.0,2017-04-20,22
26862.0,7117.2,2650.0,2900.0,9746.0,0.0,263.7,41.17,2017-04-20,23
25596.0,7117.2,2650.0,2900.0,9334.0,0.0,209.5,40.15,2017-04-21,0
24176.0,7117.2,2650.0,2900.0,8979.0,0.0,112.1,37.09,2017-04-21,1
23250.0,7117.2,2650.0,2900.0,8586.0,0.0,38.3,35.25,2017-04-21,2
22869.0,7117.2,2650.0,2900.0,8099.0,0.0,17.7,35.37,2017-04-21,3
22787.0,7117.2,2650.0,2900.0,7691.0,0.0,12.5,35.89,2017-04-21,4
23189.0,7117.2,2650.0,2900.0,7607.0,0.0,10.5,37.09,2017-04-21,5
25483.0,7117.2,2650.0,2600.0,7388.0,0.0,10.1,43.27,2017-04-21,6
28387.0,7117.2,3100.0,2600.0,7230.0,77.8,11.2,51.04,2017-04-21,7
30221.0,7117.2,3100.0,2600.0,6960.0,650.0,38.2,55.0,2017-04-21,8
31183.0,7117.2,3100.0,2600.0,6531.0,1565.8,222.1,52.76,2017-04-21,9
31615.0,7117.2,3100.0,2600.0,6250.0,2258.2,781.9,50.25,2017-04-21,10
31533.0,7117.2,3100.0,2600.0,6435.0,2770.0,1222.0,47.89,2017-04-21,11
31376.0,7117.2,3100.0,2600.0,6606.0,3206.7,1416.5,45.22,2017-04-21,12
31130.0,7117.2,3100.0,2600.0,6608.0,3373.4,1464.3,42.81,2017-04-21,13
29943.0,7117.2,3100.0,2600.0,6759.0,3412.6,1579.2,39.08,2017-04-21,14
29004.0,7117.2,3100.0,2600.0,7003.0,3334.0,1622.9,38.58,2017-04-21,15
28700.0,7117.2,3100.0,2600.0,7129.0,3122.2,1553.2,38.4,2017-04-21,16
28683.0,7117.2,3100.0,2600.0,7288.0,2682.3,1420.8,39.19,2017-04-21,17
28186.0,7117.2,3100.0,2600.0,7482.0,1966.5,1256.0,44.06,2017-04-21,18
28037.0,7117.2,3100.0,2600.0,7623.0,1002.4,768.6,48.79,2017-04-21,19
28808.0,7117.2,3100.0,2600.0,7726.0,236.2,537.9,50.84,2017-04-21,20
31236.0,7117.2,3100.0,2600.0,7992.0,16.9,392.2,52.15,2017-04-21,21
29207.0,7117.2,3100.0,2600.0,8122.0,0.0,326.5,51.23,2017-04-21,22
27118.0,7117.2,2650.0,2900.0,7567.0,0.0,296.5,48.79,2017-04-21,23
25673.0,7117.2,2800.0,2850.0,7022.0,0.0,263.2,49.79,2017-04-22,0
24199.0,7117.2,2800.0,2850.0,6632.0,0.0,226.7,45.74,2017-04-22,1
22970.0,7117.2,2800.0,2600.0,6244.0,0.0,139.4,39.6,2017-04-22,2
22372.0,7117.2,2800.0,2600.0,6037.0,0.0,102.2,38.6,2017-04-22,3
22011.0,7117.2,2800.0,2600.0,5571.0,0.0,88.3,38.4,2017-04-22,4
21854.0,7117.2,2800.0,2600.0,4979.0,0.0,67.4,38.05,2017-04-22,5
22210.0,7117.2,2800.0,2600.0,4559.0,0.8,40.6,39.91,2017-04-22,6
22605.0,7117.2,2800.0,2600.0,4282.0,65.9,21.4,39.31,2017-04-22,7
23892.0,7117.2,3000.0,2600.0,3986.0,595.8,29.0,39.98,2017-04-22,8
26226.0,7117.2,3000.0,2600.0,3337.0,1460.3,114.4,49.0,2017-04-22,9
27719.0,7117.2,3000.0,2600.0,3024.0,2159.5,468.4,51.04,2017-04-22,10
28195.0,7117.2,3000.0,2600.0,2897.0,2681.6,770.7,50.84,2017-04-22,11
28079.0,7117.2,3000.0,2600.0,2825.0,2942.8,1078.8,50.12,2017-04-22,12
28099.0,7117.2,3000.0,2600.0,2941.0,3114.6,1213.6,50.84,2017-04-22,13
27201.0,7117.2,3000.0,2600.0,3075.0,3109.7,1209.9,49.54,2017-04-22,14
25944.0,7117.2,3000.0,2600.0,3221.0,2991.2,1183.0,47.69,2017-04-22,15
25202.0,7117.2,3000.0,2600.0,3430.0,2697.0,1091.5,40.9,2017-04-22,16
24901.0,7117.2,3000.0,2600.0,3592.0,2185.4,1049.3,40.98,2017-04-22,17
24711.0,7117.2,3000.0,2600.0,3685.0,1577.7,957.6,46.38,2017-04-22,18
24966.0,7117.2,3000.0,2600.0,3699.0,855.6,800.1,49.79,2017-04-22,19
25876.0,7117.2,3000.0,2600.0,3607.0,175.6,603.4,51.54,2017-04-22,20
28283.0,7117.2,3000.0,2600.0,3872.0,15.5,356.8,54.86,2017-04-22,21
27144.0,7117.2,3000.0,2600.0,3957.0,0.0,213.5,54.46,2017-04-22,22
25403.0,7117.2,2800.0,2850.0,3771.0,0.0,143.6,52.15,2017-04-22,23
23745.0,7117.2,2800.0,2850.0,3416.0,0.0,224.9,51.04,2017-04-23,0
22255.0,7117.2,2800.0,2600.0,3306.0,0.0,67.7,49.79,2017-04-23,1
21193.0,7117.2,2800.0,2600.0,3059.0,0.0,11.2,49.0,2017-04-23,2
20611.0,7117.2,2800.0,2600.0,2719.0,0.0,9.8,48.79,2017-04-23,3
20335.0,7117.2,2800.0,2600.0,2370.0,0.0,10.9,48.79,2017-04-23,4
20282.0,7117.2,2800.0,2600.0,2117.0,0.0,10.9,48.79,2017-04-23,5
20484.0,7117.2,2800.0,2600.0,1940.0,0.8,10.6,49.0,2017-04-23,6
20492.0,7117.2,2800.0,2600.0,1790.0,69.6,10.6,48.79,2017-04-23,7
20982.0,7117.2,2800.0,2600.0,1626.0,635.5,19.6,48.79,2017-04-23,8
22771.0,7117.2,2800.0,2600.0,1435.0,1514.2,186.9,49.79,2017-04-23,9
24293.0,7117.2,2800.0,2600.0,1313.0,2199.3,832.3,49.0,2017-04-23,10
25014.0,7117.2,2800.0,2600.0,1455.0,2695.2,1227.2,49.54,2017-04-23,11
25193.0,7117.2,2800.0,2600.0,1705.0,3059.7,1434.0,48.79,2017-04-23,12
25348.0,7117.2,2800.0,2600.0,2034.0,3311.7,1571.5,49.0,2017-04-23,13
25087.0,7117.2,2800.0,2600.0,2115.0,3316.8,1619.1,48.38,2017-04-23,14
23914.0,7117.2,2800.0,2600.0,2218.0,3205.0,1637.1,41.07,2017-04-23,15
